customerID,split,Churn
8883-GRDWQ,train,0
6166-ILMNY,test,1
3097-NNSPB,train,1
7771-ZONAT,train,0
0655-RBDUG,test,1
2111-DWYHN,train,0
4194-WHFCB,train,0
4121-AGSIN,test,0
4361-BKAXE,train,1
9845-PEEKO,train,0
0455-XFASS,train,0
0301-KOBTQ,train,0
1751-NCDLI,test,0
4367-NUYAO,train,0
9878-TNQGW,test,1
9170-ARBTB,train,0
4441-NIHPT,train,1
8999-BOHSE,train,1
7241-AJHFS,train,0
7029-RPUAV,test,1
4546-FOKWR,train,0
9036-CSKBW,train,0
5832-TRLPB,train,0
8590-YFFQO,test,0
8659-IOOPU,train,0
1338-CECEE,train,0
7439-DKZTW,train,0
4646-QZXTF,train,0
4607-CHPCA,train,1
9742-XOKTS,train,0
6921-OZMFH,train,0
9578-FOMUK,train,0
4712-UYOOI,train,0
8824-RWFXJ,train,1
7722-CVFXN,train,0
8717-VCTXJ,test,0
7363-QTBIW,test,0
4159-NAAIX,train,0
0971-QIFJK,train,0
9397-TZSHA,train,0
3391-JSQEW,train,0
0343-QLUZP,train,0
9763-PDTKK,train,1
2176-LVPNX,train,0
7627-JKIAZ,train,1
3312-UUMZW,test,0
1271-UODNO,test,0
8461-EFQYM,train,0
6900-RBKER,test,0
6891-JPYFF,train,0
1459-QNFQT,test,0
1047-NNCBF,train,0
3696-XRIEN,train,0
4081-DYXAV,train,1
0074-HDKDG,test,0
8791-GFXLZ,train,0
8111-SLLHI,train,1
0927-LCSMG,train,1
9330-DHBFL,test,0
0098-BOWSO,train,0
3452-ABWRL,train,0
5859-HZYLF,train,0
8257-RZAHR,train,1
5293-WXJAK,train,1
3156-QLHBO,train,0
2208-NQBCT,train,0
1779-PWPMG,train,0
6621-NRZAK,train,0
0831-JNISG,train,0
0774-IFUVM,train,0
3082-WQRVY,train,0
9553-DLCLU,train,0
1641-BYBTK,train,0
2460-NGXBJ,train,0
2446-ZKVAF,test,0
0841-NULXI,test,1
3522-CDKHF,train,0
1430-SFQSA,train,0
0411-EZJZE,train,0
7851-WZEKY,train,1
8844-TONUD,train,1
8807-ARQET,train,0
8992-CEUEN,test,0
4320-QMLLA,train,0
8777-PVYGU,test,0
8292-ITGYJ,test,0
6870-ZWMNX,train,0
0621-CXBKL,train,0
5268-DSMNQ,train,0
5334-JLAXU,train,0
4086-YQSNZ,train,1
6242-MBHPK,train,0
5868-CZJDR,train,1
9359-UGBTK,test,0
0135-NMXAP,train,1
4782-OSFXZ,train,0
6479-OAUSD,train,0
7129-ACFOG,test,0
4189-NAKJS,train,0
5562-BETPV,train,0
1282-IHQAC,train,0
9127-FHJBZ,train,0
6270-OMFIW,test,1
1641-RQDAY,train,0
0107-WESLM,train,1
6994-ORCWG,train,0
1346-UFHAX,test,0
3992-YWPKO,train,1
2933-XEUJM,train,0
0125-LZQXK,train,1
5461-QKNTN,test,0
4835-YSJMR,train,0
8399-YNDCH,train,1
3164-YAXFY,train,0
0887-WBJVH,train,0
4660-IRIBM,test,0
5673-FSSMF,train,1
7670-ZBPOQ,train,0
8089-UZWLX,test,0
0080-OROZO,train,0
3916-NRPAP,train,0
6807-SIWJI,train,0
8221-HVAYI,train,0
1579-KLYDT,train,1
5232-NXPAY,train,0
8967-SZQAS,train,0
4468-KAZHE,train,0
0455-ENTCR,train,0
8944-AILEF,train,0
5542-NKVRU,train,0
7126-RBHSD,train,0
5370-IIVVL,train,0
6789-HJBWG,train,0
3927-NLNRY,train,1
9087-EYCPR,train,0
6791-YBNAK,train,0
6358-LYNGM,train,1
6077-BDPXA,test,0
0013-MHZWF,test,0
5494-HECPR,train,1
8268-YDIXR,train,0
9824-BEMCV,train,1
1373-ORVIZ,train,1
4291-SHSBH,train,0
6980-IMXXE,train,0
9866-QEVEE,test,1
9897-KXHCM,train,1
0040-HALCW,test,0
0784-GTUUK,train,0
7979-CORPM,train,1
2294-DMMUS,test,0
0872-JCPIB,train,0
3055-MJDSB,train,0
9091-WTUUY,train,0
1618-CFHME,train,1
3165-HDOEW,train,1
6581-NQCBA,train,1
7115-IRDHS,train,0
8496-DMZUK,train,0
2040-VZIKE,train,0
9068-VPWQQ,train,0
0178-SZBHO,train,0
0384-RVBPI,train,0
1689-MRZQR,train,1
1299-AURJA,train,0
4525-VZCZG,train,0
1543-LLLFT,train,0
5835-BEQEU,train,1
2788-CJQAQ,test,0
5565-FILXA,train,1
0319-QZTCO,train,0
2120-SMPEX,train,0
0096-FCPUF,train,0
0668-OGMHD,test,0
5552-ZNFSJ,train,1
2223-KAGMX,train,1
6507-ZJSUR,test,0
9408-HRXRK,train,0
5593-SUAOO,train,0
7321-PKUYW,train,1
2833-SLKDQ,train,1
6766-HFKLA,test,0
7595-EUIVN,train,1
7617-EYGLW,train,0
2026-TGDHM,train,1
9220-ZNKJI,test,0
4030-VPZBD,train,1
2226-ICFDO,train,0
0723-VSOBE,train,0
5529-GIBVH,train,0
4187-CINZD,train,1
9992-UJOEL,test,0
4741-WWJQZ,train,0
6625-UTXEW,train,0
6818-WOBHJ,train,1
6244-BESBM,train,0
1004-NOZNR,train,0
1251-STYSZ,train,0
2612-PHGOX,train,0
2408-TZMJL,train,1
8480-PPONV,train,0
8780-IHCRN,train,0
4598-ZADCK,train,0
1257-SXUXQ,train,0
9681-KYGYB,train,0
7182-OVLBJ,train,0
5095-ETBRJ,train,0
7005-CYUIL,train,0
4821-WQOYN,test,0
4730-AWNAU,train,0
3452-FLHYD,train,0
2388-LAESQ,test,0
9531-NSBMR,train,0
6260-ONULR,train,0
4389-UEFCZ,train,0
8711-LOBKY,test,0
9134-CEQMF,train,1
8985-OOPOS,test,0
8800-ZKRFW,train,0
2616-FLVQC,test,0
9968-FFVVH,test,0
3108-PCCGG,train,0
7993-PYKOF,train,1
8390-FESFV,test,0
3022-BEXHZ,train,0
5027-XWQHA,train,1
6248-TKCQV,train,0
6729-GDNGC,test,0
6198-ZFIOJ,train,0
5989-OMNJE,train,0
4566-QVRRW,train,1
1291-CUOCY,train,0
9795-SHUHB,train,0
3230-IUALN,train,0
0042-RLHYP,train,0
8519-IMDHU,train,1
4945-RVMTE,test,0
0201-OAMXR,train,1
1866-NXPSP,train,0
3372-KWFBM,train,1
7831-QGOXH,train,1
6393-WRYZE,train,1
3941-XTSKM,train,0
1661-CZBAU,train,0
6599-RCLCJ,train,1
9831-BPFRI,train,1
5158-RIVOP,train,0
9788-YTFGE,test,0
9277-JOOMO,train,0
1907-YLNYW,train,0
1725-MIMXW,train,1
8947-YRTDV,train,0
3161-ONRWK,test,0
0114-RSRRW,train,0
4565-NLZBV,train,0
0031-PVLZI,train,1
7206-GZCDC,train,1
6682-VCIXC,train,0
4791-QRGMF,train,1
6475-VHUIZ,train,0
3910-MRQOY,test,0
0661-WCQNQ,train,0
7537-RBWEA,train,0
4656-CAURT,train,0
0121-SNYRK,test,0
1768-ZAIFU,test,1
4671-LXRDQ,train,1
3733-LSYCE,train,0
6265-FRMTQ,train,0
1934-SJVJK,train,1
3838-OZURD,train,1
1371-DWPAZ,train,0
9269-CQOOL,train,1
2017-CCBLH,train,0
7690-KPNCU,test,0
0536-BGFMZ,train,0
2293-IJWPS,test,0
2845-HSJCY,test,1
5469-NUJUR,test,0
1184-PJVDB,train,1
2625-TRCZQ,train,0
4102-HLENU,train,0
7266-GSSJX,test,0
7722-VJRQD,train,0
7073-QETQY,train,0
9415-DPEWS,train,1
5624-RYAMH,train,0
0196-JTUQI,train,0
7130-YXBRO,train,0
9272-LSVYH,train,0
7943-RQCHR,train,1
3793-MMFUH,train,1
3249-ZPQRG,train,1
2568-BRGYX,train,1
3084-DOWLE,train,0
1084-MNSMJ,train,0
7721-JXEAW,train,1
7249-WBIYX,test,1
4238-HFHSN,train,0
6250-CGGUN,train,0
5478-JJVZK,train,0
7596-IIWYC,train,0
6567-HOOPW,train,1
9793-WECQC,train,0
4291-HPAXL,train,0
8999-YPYBV,train,0
1839-FBNFR,train,0
3164-AALRN,train,1
3071-MVJCD,test,0
1697-BCSHV,train,0
0562-KBDVM,train,0
1131-SUEKT,test,0
3717-OEAUQ,test,0
4538-WNTMJ,train,0
3334-CTHOL,test,1
4704-ERYFC,train,1
9432-RUVSL,train,0
8060-HIWJJ,train,0
7684-XSZIY,train,0
9089-UOWJG,test,0
8621-MNIHH,test,1
8039-ACLPL,train,0
9885-AIBVB,train,0
1934-MKPXS,train,0
2592-YKDIF,train,0
2272-JKMSI,train,0
0471-LVHGK,train,1
9518-RWHZL,train,1
8714-CTZJW,train,0
3569-EDBPQ,test,0
3131-NWVFJ,train,0
7521-YXVZY,train,0
5419-CONWX,test,1
6240-EURKS,train,1
2373-NTKOD,train,0
1970-KKFWL,train,0
6960-HVYXR,train,1
9337-SRRNI,train,0
0895-UADGO,train,0
5678-VFNEQ,train,0
5977-CKHON,train,0
7024-OHCCK,train,1
2692-BUCFV,train,0
7861-UVUFT,test,1
1830-GGFNM,train,0
5302-BDJNT,train,0
5223-UZAVK,train,0
4859-ZSRDZ,train,0
5651-WYIPH,train,0
9350-VLHMB,train,0
3498-LZGQZ,train,0
8785-CJSHH,test,0
5357-TZHPP,test,1
3870-SPZSI,train,0
0680-DFNNY,train,1
7560-QRBXH,train,0
7077-XJMET,train,0
8752-GHJFU,train,0
6896-SRVYQ,train,0
7767-UXAGJ,train,1
4652-ODEVH,train,0
6510-UPNKS,train,0
6718-BDGHG,train,0
9046-DQMTP,train,0
6439-LAJXL,train,0
1571-SAVHK,train,1
9052-VKDUW,train,0
9546-CQJSU,train,1
1666-JZPZT,train,0
5777-KJIRB,train,0
0506-LVNGN,test,1
7677-SJJJK,test,0
2480-EJWYP,test,0
3253-HKOKL,train,0
7055-HNEOJ,test,0
5514-YQENT,test,0
3211-AAPKX,train,0
8445-DNBAE,test,0
2951-QOQTK,train,1
2958-NHPPS,test,0
6806-YDEUL,train,0
1735-XMJVH,train,0
6890-PFRQX,test,0
0222-CNVPT,train,0
5899-OUVKV,train,0
8681-ICONS,train,0
1621-YNCJH,train,0
3473-XIIIT,train,1
6362-QHAFM,train,0
7893-IXHRQ,test,1
3070-BDOQC,train,0
2952-QAYZF,train,1
6234-PFPXL,test,0
9824-QCJPK,test,0
4763-PGDPO,train,1
4283-IVYCI,train,0
1866-OBPNR,train,0
8205-MQUGY,train,0
8970-ANWXO,test,0
9480-BQJEI,test,0
5394-SVGJV,train,1
6979-TNDEU,train,0
9777-WJJPR,train,0
9283-LZQOH,test,1
7079-QRCBC,train,1
9495-SKLKD,train,0
6048-UWKAL,train,0
5067-DGXLL,train,0
5469-CTCWN,test,1
9851-QXEEQ,train,1
6281-FKEWS,train,0
8898-KASCD,train,0
9242-TKFSV,train,0
9290-SHCMB,train,0
0743-HNPFG,train,0
2277-BKJKN,train,0
9809-IMGCQ,train,1
5208-HFSBT,train,1
5035-PGZXH,train,0
8695-WDYEA,train,0
6543-JXSOO,train,0
8016-ZMGMO,train,0
8605-ITULD,train,0
3254-YRILK,train,1
6416-YJTTB,train,0
2667-WYLWJ,train,1
4472-VESGY,train,0
3195-TQDZX,train,0
3128-YOVTD,train,0
0529-ONKER,train,1
1728-CXQBE,train,0
7041-TXQJH,train,0
5014-GSOUQ,train,0
5724-BIDBU,train,0
0481-SUMCB,train,0
1769-GRUIK,train,0
5240-IJOQT,train,1
8819-WFGGJ,train,0
7427-AUFPY,train,0
2811-POVEX,train,0
1092-GANHU,test,1
7898-PDWQE,train,0
9972-EWRJS,train,0
9314-IJWSQ,train,0
0661-XEYAN,train,1
5799-JRCZO,train,0
1921-KYSAY,train,0
6198-RTPMF,train,0
2924-KHUVI,test,0
1925-GMVBW,train,0
7881-EVUAD,test,1
6184-DYUOB,test,0
9207-ZPANB,train,0
5766-XQXMQ,train,1
9327-QSDED,test,0
1656-DRSMG,train,0
3012-VFFMN,train,0
2984-AFWNC,train,0
0640-YJTPY,train,0
8096-LOIST,train,0
9764-REAFF,train,0
3703-VAVCL,train,1
7107-UBYKY,train,0
4881-GQJTW,train,0
8519-QJGJD,train,1
7876-DNYAP,train,0
7905-NJMXS,train,0
2882-WDTBA,train,0
2091-GPPIQ,train,0
6326-MTTXK,train,1
5071-FBJFS,train,0
2796-UUZZO,train,0
2429-AYKKO,train,0
9798-OPFEM,train,0
0330-IVZHA,test,1
3794-NFNCH,test,0
5193-QLVZB,train,0
7114-AEOZE,test,0
2886-KEFUM,train,1
5522-NYKPB,train,0
4237-RLAQD,test,1
9957-YODKZ,train,0
6518-KZXCB,train,0
2245-ADZFJ,test,0
7776-QGYJC,train,0
9313-QOLTZ,test,0
9651-GTSAQ,train,1
3186-BAXNB,train,1
4672-FOTSD,test,0
0637-YLETY,train,1
9818-XQCUV,train,0
7338-ERIVA,test,0
1157-BQCUW,train,1
8259-NFJTV,train,0
3223-DWFIO,train,0
2660-EMUBI,train,1
6968-GMKPR,train,0
4751-ERMAN,test,0
1436-ZMJAN,test,0
3292-PBZEJ,test,0
0799-DDIHE,train,0
3070-FNFZQ,train,0
2812-SFXMJ,train,0
7675-OZCZG,train,1
5014-WUQMG,test,0
5312-TSZVC,train,0
2003-CKLOR,train,1
0993-OSGPT,train,0
9254-RBFON,test,1
1205-WNWPJ,test,1
9391-EOYLI,train,1
7108-DGVUU,train,0
2782-JEEBU,train,0
5127-BZENZ,train,0
2720-FVBQP,test,0
9906-NHHVC,test,0
4522-XRWWI,train,0
3766-EJLFL,test,0
5939-SXWHM,train,0
8152-UOBNY,train,0
7351-KYHQH,train,0
7643-RCHXS,train,0
8246-SHFGA,train,0
8387-MOJJT,train,1
0620-XEFWH,train,0
6485-QXWWE,train,0
2761-OCIAX,test,1
7321-VGNKU,train,0
5327-CNLUQ,train,0
7552-KEYGT,train,0
5816-JMLGY,train,0
3068-OMWZA,train,1
2927-QRRQV,train,0
6032-KRXXO,train,1
7459-RRWQZ,train,1
6265-SXWBU,train,0
7941-RCJOW,train,0
6374-NTQLP,test,0
4154-AQUGT,test,1
2387-KDZQY,train,0
3584-WKTTW,train,0
3399-BMLVW,train,0
1971-DTCZB,train,0
3092-IGHWF,train,1
3374-PZLXD,train,0
3813-DHBBB,train,0
2812-REYAT,test,0
6518-PPLMZ,train,0
4939-KYYPY,train,0
8017-LXHFA,train,1
5930-GBIWP,train,0
6022-KOUQO,train,0
6352-TWCAU,train,1
2361-UPSND,train,0
6035-RIIOM,train,0
2929-QNSRW,train,1
1262-OPMFY,train,1
9504-DSHWM,train,0
5035-BVCXS,train,0
6267-DCFFZ,train,0
3533-UVMOM,train,0
2439-LYPMQ,test,0
4248-QPAVC,test,1
1899-VXWXM,train,1
1478-VPOAD,train,0
9995-HOTOH,train,0
2988-PLAHS,test,0
1371-OJCEK,train,0
4999-IEZLT,train,0
8883-ANODQ,train,0
4690-LLKUA,test,1
2351-RRBUE,train,0
5980-BDHPY,train,0
1498-DQNRX,train,0
9469-WEJBT,train,0
3331-HQDTW,test,1
9490-DFPMD,train,1
2581-VKIRT,train,0
5442-XSDCW,train,1
7426-WEIJX,test,0
2851-MMUTZ,train,0
3049-NDXFL,train,1
8580-AECUZ,train,1
3307-TLCUD,train,0
6625-FLENO,test,0
2967-MXRAV,test,0
7963-GQRMY,train,1
8189-HBVRW,train,0
4163-KIUHY,train,0
1228-FZFRV,train,1
3500-NSDOA,train,0
1171-TYKUR,train,0
3761-FLYZI,train,0
2058-DCJBE,train,1
5364-XYIRR,train,1
4829-AUOAX,test,1
1219-NNDDO,train,0
8388-DMKAE,train,0
4403-BWPAY,train,0
9659-QEQSY,train,0
5405-ZMYXQ,train,0
5047-LHVLY,train,1
1442-OKRJE,train,0
4737-AQCPU,train,0
9158-VCTQB,train,1
2808-CHTDM,train,0
6311-UEUME,train,1
0793-TWELN,train,0
3283-WCWXT,train,0
1060-ENTOF,train,0
0999-QXNSA,train,0
5451-MHQOF,train,0
4836-WNFNO,train,0
9225-BZLNZ,train,0
0354-VXMJC,train,0
4422-QVIJA,train,0
9365-SRSZE,train,0
6839-ITVZJ,train,1
8332-OSJDW,train,0
4735-BJKOU,test,0
0274-JKUJR,train,0
5740-YHGTW,train,0
8917-SZTTJ,train,0
1696-MZVAU,train,0
7359-WWYJV,test,0
0375-HVGXO,train,1
4906-ZHGPK,train,0
8593-WHYHV,test,1
3795-GWTRD,test,0
1298-PHBTI,train,0
6223-DHJGV,test,0
6961-MJKBO,train,0
6097-EQISJ,train,1
4423-YLHDV,train,1
8158-WPEZG,test,0
0107-YHINA,train,1
4918-FYJNT,train,0
0727-BNRLG,test,0
4854-CIDCF,train,0
8640-SDGKB,train,1
3280-MRDOF,train,0
6435-SRWBJ,train,0
9964-WBQDJ,train,0
6303-KFWSL,train,0
1702-CCFNJ,train,0
8932-CZHRQ,train,0
0386-CWRGM,train,0
5515-RUGKN,train,0
0404-AHASP,train,0
7279-NMVJC,test,0
2081-VEYEH,train,0
6407-UTSLV,train,0
4116-TZAQJ,train,1
9060-HJJRW,train,0
2587-YNLES,train,0
7398-SKNQZ,train,0
5935-FCCNB,train,0
1958-RNRKS,train,0
5136-RGMZO,test,0
8345-MVDYC,test,0
8226-BXGES,train,0
3877-JRJIP,test,1
8375-DKEBR,test,1
9705-IOVQQ,train,0
1015-OWJKI,test,0
7511-YMXVQ,train,1
2040-XBAVJ,train,0
7551-JOHTI,train,1
8887-IPQNC,train,0
8646-JCOMS,test,0
9804-ICWBG,test,1
1222-KJNZD,train,0
0106-GHRQR,train,0
5318-IXUZF,train,1
3768-VHXQO,train,0
8952-WCVCD,train,0
2418-TPEUN,train,0
3963-RYFNS,train,0
3198-VELRD,train,1
8540-ZQGEA,train,0
1320-REHCS,train,0
4137-JOPHL,test,0
9436-ZBZCT,train,1
7801-CEDNV,train,0
2057-BOYKM,train,0
3658-QQJYD,train,0
1803-BGNBD,train,0
0134-XWXCE,test,0
6950-TWMYB,train,0
5848-FHRFC,train,0
2243-FNMMI,train,0
2511-MORQY,test,0
5356-KZCKT,train,0
9470-XCCEM,train,0
6519-CFDBX,train,0
3902-MIVLE,train,0
0409-WTMPL,train,0
8763-KIAFH,test,0
3669-WHAFY,train,0
3055-VTCGS,test,0
3144-KMTWZ,train,0
7279-BUYWN,test,1
7156-MHUGY,train,1
7198-GLXTC,test,1
2007-QVGAW,train,0
5207-PLSTK,test,0
2307-FYNNL,test,0
5605-XNWEN,train,0
2155-AMQRX,test,0
6181-AXXYF,train,0
5091-HFAZW,train,0
0516-VRYBW,train,1
2519-LBNQL,train,0
8623-ULFNQ,test,0
8380-PEFPE,test,1
5687-DKDTV,train,1
1568-LJSZU,train,0
7530-HDYDS,train,1
7789-HKSBS,train,0
7416-CKTEP,train,0
2586-CWXVV,train,0
3096-IZETN,train,1
2348-KCJLT,train,0
8401-EMUWF,test,0
4193-IBKSW,train,0
5377-NDTOU,train,0
5922-ABDVO,train,1
2474-LCNUE,train,0
0839-QNXME,train,0
3506-OVLKD,test,0
9172-ANCRX,train,1
6650-VJONK,train,0
2178-PMGCJ,test,0
7492-TAFJD,test,0
2773-MADBQ,train,0
6016-LVTJQ,train,0
7860-KSUGX,train,0
8966-KZXXA,train,0
6910-HADCM,test,1
4816-LXZYW,train,1
9606-PBKBQ,train,1
5149-QYTTU,train,0
2070-XYMFH,train,0
2085-BOJKI,train,0
0817-HSUSE,train,0
5442-PPTJY,train,0
1927-QEWMY,test,0
1663-MHLHE,train,0
5663-QBGIS,train,0
4450-MDZFX,train,0
6701-DHKWQ,train,0
7554-AKDQF,train,0
3536-IQCTX,train,1
4911-BANWH,train,1
8496-EJAUI,train,1
0794-YVSGE,test,0
5423-BHIXO,train,0
6908-VVYHM,train,0
2959-EEXWB,train,0
1839-UMACK,train,0
3030-YDNRM,test,0
7321-KKSDU,train,0
3402-XRIUO,train,0
3132-TVFDZ,train,1
8286-AFUYI,train,0
8080-DDEMJ,test,1
8356-WUAOJ,train,0
6365-MTGZX,train,1
1349-WXNGG,train,1
8058-DMYRU,test,0
9350-ZXYJC,train,0
6990-YNRIO,train,1
8958-JPTRR,train,0
6959-GQEGV,train,0
3173-WSSUE,train,0
1265-HVPZB,test,0
4115-UMJFQ,train,0
7369-TRPFD,test,0
1098-KFQEC,train,0
7190-XHTWJ,train,0
0621-TWIEM,train,1
3537-RYBHH,train,0
2485-ITVKB,test,1
3669-OYSJI,train,1
1612-EOHDH,train,1
6702-OHFWR,train,1
5296-BFCYD,test,0
4510-PYUSH,train,1
9359-JANWS,train,0
7517-SAWMO,train,1
4143-HHPMK,train,1
3279-DYZQM,train,0
7054-LGEQW,test,1
0523-VNGTF,train,0
9575-IWCAZ,train,0
7105-MXJLL,train,0
7064-FRRSW,train,0
7940-UQQUG,train,0
0923-PNFUB,test,1
3961-SXAXY,train,0
7010-BRBUU,train,0
3566-HJGPK,train,0
3062-ICYZQ,train,0
9938-PRCVK,train,0
0973-KYVNF,train,0
5129-HHMZC,train,0
9637-CDTKZ,test,0
3946-JEWRQ,train,0
7873-CVMAW,train,0
0463-WZZKO,test,0
3494-JCHRQ,train,1
6474-FVJLC,train,1
4524-QCSSM,test,0
5832-EXGTT,train,0
8840-DQLGN,test,1
2039-JONDJ,train,0
7217-JYHOQ,train,0
6695-FRVEC,train,0
4547-LYTDD,test,1
9894-QMIMJ,train,0
8069-YQQAJ,train,0
6770-XUAGN,test,1
4193-ORFCL,train,1
1636-NTNCO,train,0
3466-WAESX,test,0
9281-PKKZE,train,0
3638-VBZTA,train,0
7459-IMVYU,train,0
7776-QWNFX,train,1
6689-TCZHQ,train,1
8563-OYMQY,train,0
0754-EEBDC,train,0
5777-ZPQNC,train,0
1951-IEYXM,train,0
3318-NMQXL,train,0
3143-ILDAL,train,1
1022-RKXDR,train,0
2361-FJWNO,train,0
2272-UOINI,train,0
8232-UTFOZ,train,0
3750-YHRYO,test,0
6637-KYRCV,train,0
5668-MEISB,train,0
0129-QMPDR,train,0
7188-CBBBA,train,0
5356-CSVSQ,train,0
3221-CJMSG,train,0
4720-VSTSI,train,1
3219-JQRSL,train,0
2801-NISEI,train,0
3946-MHCZW,train,1
4623-ZKHLY,train,0
6732-VAILE,train,0
8201-AAXCB,train,0
7696-CFTAT,train,0
1845-CSBRZ,train,0
2123-VSCOT,train,0
6651-AZVTJ,test,1
4566-GOLUK,train,1
2484-DGXPZ,train,1
2018-QKYGT,train,0
2792-VPPET,train,0
7409-JURKQ,train,0
3247-MHJKM,train,0
1964-SVLEA,train,0
4587-NUKOX,train,1
7297-DVYGA,train,0
2239-CGBUZ,train,0
0854-UYHZD,train,0
7243-LCGGZ,train,0
8267-KFGYD,train,0
4890-VMUAV,train,0
9261-WDCAF,train,0
3764-MNMOI,train,0
7442-YGZFK,train,0
0420-BWTPW,train,1
8229-BUJHX,train,0
7449-HVPIV,train,0
5504-WSIUR,train,0
8183-ONMXC,train,1
8466-PZBLH,train,0
9614-RMGHA,train,1
8735-IJJEG,train,0
0564-MUUQK,train,0
5054-IEXZT,train,1
5834-ASPWA,train,1
0701-RFGFI,train,0
0019-EFAEP,test,0
5619-PTMIK,train,0
3737-XBQDD,train,0
5882-CMAZQ,train,0
5846-QFDFI,train,0
4445-KWOKW,train,0
3511-APPBJ,train,0
7967-HYCDE,train,0
2430-RRYUW,train,0
3948-XHGNA,train,1
3723-BFBGR,train,0
0565-IYCGT,train,1
5447-WZAFP,train,0
5110-CHOPY,train,0
5445-UTODQ,train,1
4425-OWHWB,train,0
7892-QVYKW,train,0
9675-ICXCT,train,0
1024-VRZHF,train,1
4703-MQYKT,test,0
9497-QCMMS,train,1
5692-ICXLW,train,0
0602-DDUML,train,0
2208-MPXIO,train,0
1960-UYCNN,train,0
0348-SDKOL,train,1
3190-FZATL,train,0
7336-RLLRH,train,0
4373-MAVJG,train,1
8901-HJXTF,train,1
7710-JSYOA,train,0
5419-KLXBN,test,1
3424-NMNBO,train,1
9885-MFVSU,train,0
4514-GFCFI,train,1
0607-MVMGC,train,0
3365-SAIGS,test,0
9828-AOQLM,train,1
8022-BECSI,train,0
8000-REIQB,train,1
9993-LHIEB,train,0
0266-CLZKZ,train,0
7615-ESMYF,train,1
3858-VOBET,test,1
7020-OZKXZ,train,0
3977-QCRSL,train,0
0017-DINOC,train,0
1447-PJGGA,train,1
8565-CLBZW,train,1
9139-WQQDY,test,1
0224-HJAPT,train,1
8086-OVPWV,train,1
9430-FRQOC,train,1
7639-OPLNG,train,0
3074-GQWYX,train,1
1492-QGCLU,test,0
6845-RGTYS,test,1
7328-OWMOM,train,0
4418-LZMSV,train,0
5155-AZQPB,test,0
8861-HGGKB,train,1
1087-GRUYI,train,0
7065-YUNRY,train,1
7694-VLBWQ,train,1
2546-KZAAT,train,0
0181-RITDD,test,0
5989-PGKJB,train,0
4795-KTRTH,train,1
8272-ONJLV,train,0
1488-PBLJN,train,0
0308-GIQJT,train,0
3778-FOAQW,train,0
4452-ROHMO,train,0
6481-OGDOO,train,1
3090-LETTY,train,0
5349-AZPEW,train,0
3753-TSEMP,train,1
8305-VHZBZ,train,1
9720-JJJOR,test,0
8100-HZZLJ,train,0
8775-ERLNB,test,0
8309-IEYJD,train,0
9172-JITSM,train,1
6298-QDFNH,train,1
7398-HPYZQ,train,0
3546-GHEAE,train,0
7361-YPXFS,train,0
6557-BZXLQ,test,0
2550-QHZGP,train,0
7519-JTWQH,train,0
2538-OIMXF,train,0
8543-MSDMF,train,0
9961-JBNMK,train,1
1170-SASML,train,0
4872-JCVCA,train,0
5346-BZCHP,train,0
2038-LLMLM,train,0
6173-ITPWD,train,1
9734-UYXQI,train,1
1216-BGTSP,train,0
4138-NAXED,train,0
2189-UXTKY,train,1
0744-BIKKF,train,0
7483-IQWIB,train,0
5248-KWLAR,train,0
4958-GZWIY,train,1
7996-MHXLW,train,0
7833-PKIHD,train,0
7061-OVMIM,test,0
5153-RTHKF,train,0
1852-QSWCD,train,0
4832-VRBMR,train,0
9079-LWTFD,train,0
6356-ELRKD,train,1
8624-GIOUT,train,1
3392-EHMNK,train,0
5986-WWXDV,train,0
3061-BCKYI,train,0
6179-GJPSO,train,1
7901-TBKJX,train,0
7228-PAQPD,train,0
3177-LASXD,train,1
7746-QYVCO,train,0
5804-HYIEZ,test,0
9919-FZDED,test,0
5934-TSSAU,test,0
3486-KHMLI,train,0
4897-QSUYC,train,1
1084-UQCHV,train,1
8290-YWKHZ,train,1
2955-BJZHG,test,1
3806-DXQOM,train,1
6784-XYJAE,test,0
3933-DQPWX,train,0
6661-EIPZC,train,0
8957-THMOA,train,0
2251-PYLPB,train,0
5555-RNPGT,train,0
1057-FOGLZ,train,0
9300-RENDD,train,1
0761-AETCS,train,1
8087-LGYHQ,train,0
4137-BTIKL,train,0
2190-BCXEC,test,0
6227-FBDXH,train,0
2153-MREFK,train,1
2911-WDXMV,test,0
7206-PQBBZ,train,0
3106-ULWFW,train,1
0925-VYDLG,train,1
4547-FZJWE,train,0
7422-WNBTY,train,0
0842-IWYCP,train,0
3521-HTQTV,train,0
3744-ZBHON,train,0
3373-DIUUN,train,0
8383-SGHJU,train,0
7607-QKKTJ,train,0
7707-PYBBH,train,0
8984-HPEMB,train,0
4349-GFQHK,train,1
4139-DETXS,train,0
9779-DPNEJ,test,0
9805-FILKB,train,0
5793-YOLJN,train,0
0673-IGUQO,train,0
4123-FCVCB,train,0
8819-IMISP,train,0
7802-EFKNY,train,1
8311-UEUAB,train,0
5858-EAFCZ,train,0
8035-BUYVG,train,1
1163-ONYEY,train,0
9787-XVQIU,train,1
8945-MUQUF,train,1
5656-MJEFC,train,0
6082-OQFBA,train,0
8051-HJRLT,train,1
8974-OVACP,train,0
4010-YLMVT,train,0
1379-FRVEB,test,0
8612-GXIDD,train,0
6288-CHQJB,test,0
8160-HOWOX,test,0
3023-GFLBR,train,1
